ID: Gender, Age Category, Forgetfulness(%), Occupation, WorkPlace, Mask, Closed Relations
08573, Female, Adult, 39%, Accountant, AccSol, false, [03336]
08574, Female, Adult, 21%, Accountant, AccSol, false, [06055 | 00071 | 07429]
08575, Male, Children, 3%, Student, Secondary, false, [00672]
08576, Male, Adult, 42%, Teacher, Secondary, false, [02118]
08577, Male, Adult, 33%, Accountant, JanBank, false, [07854 | 04185 | 02925]
08578, Female, Adult, 26%, Accountant, AccSol, false, [01781 | 05908 | 03834]
08579, Female, Children, 13%, Student, Primary, false, [07265 | 06918 | 02606 | 02164]
08580, Male, Adult, 38%, Accountant, RHP, false, [07664 | 06647 | 06402]
08581, Male, Children, 14%, Student, Secondary, false, [03234 | 02635]
08582, Male, Adult, 32%, Chef, MoonBucks, false, [07901 | 06243 | 04898]
08583, Female, Adult, 21%, Chef, IKEY, false, []
08584, Male, Children, 21%, Student, Secondary, false, [09544 | 02312 | 03682 | 04951 | 08854]
08585, Female, Children, 8%, Student, Secondary, false, [09268 | 03455 | 06715 | 04426]
08586, Female, Children, 29%, Student, Primary, false, [06871]
08587, Male, Adult, 47%, Housemaker, null, false, [07210 | 05735 | 04763 | 02426 | 01655]
08588, Female, Adult, 48%, Accountant, AccSol, false, [03886 | 00751]
08589, Female, Children, 18%, Student, Secondary, false, [03531 | 03808 | 05599 | 09008]
08590, Female, Adult, 25%, Clerk, Moonlings, false, []
08591, Female, Children, 27%, Student, Primary, false, [08064 | 05398 | 02248 | 01981]
08592, Male, Adult, 22%, Housemaker, null, false, [01078]
08593, Female, Adult, 12%, Teacher, Primary, false, []
08594, Female, Children, 3%, Student, Secondary, false, [09127 | 08795 | 02619 | 08368]
08595, Female, Adult, 28%, Clerk, JanBank, false, [07291 | 09369 | 06977 | 03339]
08596, Female, Adult, 9%, Accountant, AccSol, false, [00712]
08597, Female, Children, 21%, Student, Secondary, false, [01666 | 06927 | 03597 | 04248]
08598, Male, Children, 25%, Student, Secondary, false, [01886 | 09512]
08599, Male, Adult, 22%, Teacher, Secondary, false, [07426 | 02886]
08600, Male, Children, 8%, Student, Secondary, false, [07028 | 08878 | 03028 | 07021]
08601, Male, Children, 30%, Student, Kindergarden, false, [09828 | 07939]
08602, Male, Children, 7%, Student, Secondary, false, []
08603, Male, Adult, 11%, Clerk, Museum, false, [05673 | 00625]
08604, Male, Adult, 48%, Chef, MoonBucks, false, [07567]
08605, Male, Children, 9%, Student, Secondary, false, [07702 | 00332 | 00840]
08606, Male, Adult, 12%, Clerk, Kindergarden, false, [01362 | 00548]
08607, Male, Adult, 40%, Clerk, Hospital, true, [06888 | 02160 | 01919 | 00864]
08608, Female, Children, 20%, Student, Secondary, false, [08849 | 07747 | 05867 | 02816]
08609, Male, Children, 2%, Student, Primary, false, [09056 | 06653 | 09409 | 03664 | 02903]
08610, Female, Adult, 5%, Teacher, Primary, false, [03964 | 04120 | 05306 | 08126]
08611, Female, Children, 11%, Student, Kindergarden, false, [07560 | 01000 | 05960 | 05830]
08612, Male, Adult, 50%, Accountant, AccSol, false, [00714 | 03795 | 06215]
08613, Female, Adult, 24%, Clerk, AccSol, false, [07726]
08614, Female, Adult, 45%, Clerk, Petrocad, false, [09537 | 07262 | 01827 | 04265]
08615, Male, Children, 15%, Student, Secondary, false, [05550 | 00081]
08616, Female, Adult, 27%, Housemaker, null, false, [09642 | 09321 | 02904 | 01344 | 00949]
08617, Male, Adult, 8%, Clerk, Moonlings, false, [09258 | 09227 | 08543 | 02257]
08618, Female, Children, 9%, Student, Kindergarden, false, [06775 | 04517 | 00421]
08619, Female, Children, 27%, Student, Secondary, false, [09343 | 05596 | 02728 | 06168]
08620, Male, Children, 19%, Student, Secondary, false, [08449 | 08234 | 02267]
08621, Female, Adult, 22%, Chef, 2 Akhir, false, [01744]
08622, Male, Adult, 48%, Accountant, JanBank, false, [07899 | 00055 | 02161 | 09550]
08623, Female, Adult, 35%, Accountant, AccSol, false, [00077]
08624, Male, Children, 20%, Student, Primary, false, [07138]
08625, Male, Adult, 24%, Housemaker, null, false, [01595 | 08530 | 03238]
08626, Male, Adult, 39%, Accountant, AccSol, false, [09643 | 08555 | 06339 | 03123]
08627, Male, Adult, 8%, Housemaker, null, false, [09468 | 02015 | 01042]
08628, Male, Adult, 43%, Chef, IKEY, false, [02016 | 03608 | 04639 | 03173]
08629, Male, Adult, 13%, Accountant, JJPTRv2, false, [02126 | 00443]
08630, Male, Adult, 36%, Accountant, RHP, false, [01289 | 08404]
08631, Male, Adult, 15%, Teacher, Secondary, false, [03561]
08632, Male, Children, 4%, Student, Kindergarden, false, [08708 | 03293 | 06733]
08633, Male, Children, 13%, Student, Secondary, false, [00926 | 00073 | 05798]
08634, Male, Adult, 18%, Clerk, Museum, false, [04610 | 03128]
08635, Female, Adult, 8%, Housemaker, null, false, [04392 | 01664]
08636, Female, Children, 3%, Student, Secondary, false, [05237 | 09429 | 03699 | 06543]
08637, Male, Adult, 24%, Accountant, JJPTRv2, false, [02897 | 01355]
08638, Male, Adult, 32%, Clerk, Library, false, [09362 | 05582 | 08775 | 02811 | 05461]
08639, Female, Children, 28%, Student, Primary, false, [00456 | 04641 | 00514]
08640, Male, Adult, 25%, Accountant, JJPTRv2, false, [00490]
08641, Female, Adult, 26%, Clerk, JJPTRv2, false, [00961 | 00178]
08642, Male, Children, 14%, Student, Kindergarden, false, [09645]
08643, Female, Adult, 25%, Teacher, Secondary, false, [00567]
08644, Female, Children, 14%, Student, Secondary, false, [04561 | 02871]
08645, Female, Children, 24%, Student, Secondary, false, [05105 | 08097 | 06951]
08646, Female, Children, 25%, Student, Primary, false, [09458 | 08473 | 04432 | 03893]
08647, Female, Adult, 41%, Clerk, Post Office, false, [08438 | 03367 | 09608 | 06523]
08648, Male, Adult, 15%, Clerk, MRT Station, false, [02987 | 02453 | 04414]
08649, Male, Children, 21%, Student, Primary, false, []
08650, Male, Children, 4%, Student, Secondary, false, [09104 | 01953]
08651, Male, Children, 10%, Student, Primary, false, [08224 | 05409 | 01692 | 06421]
08652, Male, Adult, 34%, Chef, IKEY, false, [08752 | 04984 | 00521 | 07221 | 01452]
08653, Female, Children, 8%, Student, Secondary, false, [09086]
08654, Male, Adult, 27%, Accountant, JJPTRv2, false, [00183 | 08837 | 05769 | 02480]
08655, Male, Children, 12%, Student, Secondary, false, [09694 | 09858 | 03519 | 09992]
08656, Female, Children, 17%, Student, Secondary, false, [04469 | 02919 | 02175 | 00820]
08657, Male, Adult, 29%, Clerk, Post Office, false, [06781]
08658, Male, Adult, 43%, Housemaker, null, false, [03621 | 05100 | 09794 | 05229]
08659, Female, Children, 8%, Student, Secondary, false, [06551 | 01519]
08660, Female, Children, 10%, Student, Secondary, false, [04711 | 06178 | 04005 | 01325]
08661, Female, Adult, 26%, Clerk, Hospital, true, [05840]
08662, Female, Adult, 21%, Clerk, 2 Akhir, false, [06499 | 03783]
08663, Male, Adult, 50%, Clerk, Primary, false, [03701 | 03884 | 08129]
08664, Female, Adult, 8%, Chef, 2 Akhir, false, [08899 | 01424]
08665, Female, Children, 15%, Student, Kindergarden, false, [02978 | 08451]
08666, Female, Adult, 32%, Accountant, AccSol, false, [02563]
08667, Male, Children, 27%, Student, Secondary, false, [03900 | 04028 | 08544 | 06254]
08668, Female, Children, 26%, Student, Secondary, false, [09199 | 06926 | 00469]
08669, Male, Adult, 37%, Clerk, Pharmarcy, true, [01900 | 03718]
08670, Male, Children, 23%, Student, Primary, false, [07440 | 04423]
08671, Female, Children, 11%, Student, Secondary, false, [09413 | 04499]
08672, Female, Children, 1%, Student, Primary, false, [09422 | 00618 | 04532 | 03308]
08673, Male, Adult, 23%, Chef, Ali's Nasi Kandar, false, [03771]
08674, Male, Adult, 26%, Accountant, RHP, false, [02247 | 01598 | 06695]
08675, Male, Adult, 33%, Teacher, Secondary, false, [09422 | 06438 | 04779 | 08230 | 00567]
08676, Male, Adult, 41%, Chef, Moonlings, false, [02715]
08677, Male, Adult, 44%, Chef, 2 Akhir, false, []
08678, Male, Children, 18%, Student, Secondary, false, [02713 | 06483 | 06175 | 05472]
08679, Female, Adult, 50%, Clerk, Library, false, [01344 | 01458]
08680, Male, Children, 12%, Student, Secondary, false, [09198 | 04002 | 07581]
08681, Female, Children, 4%, Student, Primary, false, [01167]
08682, Male, Adult, 22%, Chef, IKEY, false, [04450]
08683, Male, Children, 16%, Student, Secondary, false, [03540 | 06197]
08684, Female, Children, 29%, Student, Kindergarden, false, [06925 | 05816 | 01299]
08685, Male, Children, 20%, Student, Kindergarden, false, [07341 | 06659 | 06288 | 03310]
08686, Female, Adult, 9%, Chef, Ali's Nasi Kandar, false, [06402 | 04222 | 07170 | 03318]
08687, Male, Children, 6%, Student, Secondary, false, [06666]
08688, Male, Children, 25%, Student, Kindergarden, false, [06160 | 05002 | 07728]
08689, Female, Children, 18%, Student, Secondary, false, [04849 | 05400 | 00009]
08690, Female, Adult, 20%, Teacher, Secondary, false, []
08691, Female, Adult, 23%, Teacher, Primary, false, []
08692, Male, Children, 9%, Student, Secondary, false, [07142 | 08076 | 07837 | 01779]
08693, Male, Children, 6%, Student, Secondary, false, [02761 | 04613]
08694, Male, Children, 3%, Student, Primary, false, [00695 | 05318 | 02184 | 03906]
08695, Male, Children, 28%, Student, Primary, false, [01832]
08696, Female, Children, 28%, Student, Secondary, false, [06010 | 08081 | 05859]
08697, Female, Adult, 31%, Teacher, Primary, false, []
08698, Female, Adult, 37%, Teacher, Secondary, false, [08830 | 07384 | 09161]
08699, Male, Adult, 32%, Chef, 2 Akhir, false, [01333]
08700, Female, Children, 18%, Student, Primary, false, [06473 | 08217 | 03451]
08701, Male, Adult, 12%, Housemaker, null, false, [09569 | 02338 | 01245 | 00614]
08702, Female, Children, 0%, Student, Secondary, false, [09103 | 09139 | 05582 | 08800 | 01480]
08703, Male, Adult, 30%, Accountant, RHP, false, [02419 | 05318 | 00105 | 05301]
08704, Male, Children, 21%, Student, Secondary, false, [06693 | 08229 | 07314 | 09830]
08705, Male, Adult, 22%, Teacher, Secondary, false, [05227 | 08214 | 01962 | 01599]
08706, Female, Adult, 14%, Chef, 2 Akhir, false, [09309 | 09511 | 05467]
08707, Female, Adult, 50%, Teacher, Secondary, false, [01726 | 00860 | 05809 | 03963]
08708, Male, Adult, 33%, Accountant, JanBank, false, [08106 | 04779 | 08632]
08709, Male, Adult, 24%, Accountant, RHP, false, [07736 | 04531]
08710, Male, Children, 27%, Student, Secondary, false, [09385 | 06797 | 02810 | 02427]
08711, Male, Children, 19%, Student, Secondary, false, [06658 | 02962 | 06436]
08712, Female, Children, 12%, Student, Primary, false, [08758 | 05486 | 01121]
08713, Female, Adult, 8%, Housemaker, null, false, [05285]
08714, Male, Children, 23%, Student, Secondary, false, [07018 | 07851 | 07384 | 07274]
08715, Female, Adult, 7%, Housemaker, null, false, [03003]
08716, Female, Adult, 27%, Teacher, Secondary, false, [03389 | 05365]
08717, Female, Children, 14%, Student, Primary, false, [03438 | 09634 | 00136 | 00899]
08718, Male, Adult, 9%, Teacher, Primary, false, [08808]
08719, Male, Children, 23%, Student, Kindergarden, false, [04082 | 01036]
08720, Female, Adult, 27%, Accountant, AccSol, false, [04579 | 01806]
08721, Male, Children, 9%, Student, Secondary, false, [07678 | 03289 | 00126]
08722, Female, Adult, 11%, Chef, FoodCourt, false, [00823]
08723, Female, Children, 18%, Student, Secondary, false, [04222 | 07583 | 01735]
08724, Male, Adult, 43%, Clerk, Primary, false, [09026]
08725, Female, Adult, 14%, Chef, IKEY, false, [04489 | 00674 | 08160 | 04681]
08726, Male, Adult, 29%, Chef, Moonlings, false, [03446 | 02287 | 09782 | 09165]
08727, Male, Adult, 19%, Housemaker, null, false, [04669 | 03667 | 03909 | 01972]
08728, Female, Adult, 46%, Clerk, Primary, false, [02156 | 06309 | 09587 | 03702]
08729, Male, Adult, 29%, Accountant, JJPTRv2, false, [00010 | 05505 | 02058 | 01897]
08730, Male, Adult, 28%, Clerk, JanBank, false, [06512 | 00951 | 05755]
08731, Female, Adult, 41%, Chef, 2 Akhir, false, [03025 | 07798 | 06685]
08732, Male, Adult, 49%, Teacher, Kindergarden, false, [01475 | 07564 | 04679]
08733, Female, Adult, 42%, Clerk, Hospital, true, [09110 | 03236 | 06264]
08734, Male, Adult, 22%, Accountant, AccSol, false, [02984 | 02876 | 04771 | 03829]
08735, Female, Children, 12%, Student, Primary, false, [05813 | 06611 | 08522 | 02667]
08736, Male, Children, 9%, Student, Secondary, false, [07479 | 00377]
08737, Female, Adult, 13%, Accountant, RHP, false, [04301 | 01131]
08738, Female, Adult, 22%, Housemaker, null, false, [09700 | 01060 | 00657 | 00567]
08739, Male, Children, 30%, Student, Secondary, false, [03581 | 06590 | 02964 | 05045]
08740, Female, Adult, 43%, Teacher, Secondary, false, [03409 | 00772 | 01138]
08741, Female, Adult, 26%, Clerk, Primary, false, [07695 | 04175]
08742, Male, Adult, 22%, Teacher, Primary, false, [02430 | 05499 | 00759]
08743, Female, Adult, 6%, Housemaker, null, false, [06097 | 03556 | 00088]
08744, Female, Children, 6%, Student, Secondary, false, [07269 | 05199 | 00176]
08745, Female, Adult, 16%, Clerk, AccSol, false, [09188 | 03451 | 04192 | 03483]
08746, Female, Adult, 10%, Housemaker, null, false, [09792 | 07168 | 07161 | 05548 | 03719]
08747, Male, Children, 22%, Student, Primary, false, [05066]
08748, Female, Children, 22%, Student, Secondary, false, [01147 | 02635 | 08044]
08749, Female, Adult, 48%, Teacher, Primary, false, [09411 | 01810]
08750, Male, Children, 18%, Student, Secondary, false, [05480 | 03894 | 01497]
08751, Male, Adult, 9%, Chef, FoodCourt, false, [01892 | 09277 | 09442 | 09152]
08752, Male, Adult, 27%, Clerk, MRT Station, false, [08652]
08753, Male, Children, 14%, Student, Secondary, false, [08166 | 03802]
08754, Female, Adult, 12%, Clerk, KTM Station, false, [03553 | 08106 | 08274 | 06837]
08755, Male, Adult, 42%, Housemaker, null, false, [00411 | 03397]
08756, Female, Children, 8%, Student, Secondary, false, [05722]
08757, Female, Children, 17%, Student, Secondary, false, [09615 | 05845 | 05434]
08758, Female, Adult, 9%, Accountant, JanBank, false, [08712 | 07725 | 06464]
08759, Male, Adult, 48%, Clerk, Hospital, true, [03923 | 01062]
08760, Female, Adult, 30%, Housemaker, null, false, [08284 | 00676 | 00317]
08761, Female, Adult, 7%, Accountant, AccSol, false, [01020 | 06499]
08762, Female, Children, 19%, Student, Primary, false, [04911 | 02284 | 01826]
08763, Male, Adult, 49%, Chef, Ali's Nasi Kandar, false, [03194 | 01782]
08764, Female, Children, 26%, Student, Secondary, false, [02905 | 03005 | 06687]
08765, Female, Adult, 17%, Accountant, RHP, false, [09161 | 03120 | 07792 | 05569]
08766, Female, Adult, 37%, Clerk, MRT Station, false, [00664 | 08146 | 05961 | 02379]
08767, Female, Adult, 28%, Accountant, JanBank, false, [06541 | 05106 | 03581]
08768, Male, Adult, 45%, Housemaker, null, false, [06566]
08769, Male, Children, 5%, Student, Secondary, false, [06724 | 00514 | 02549 | 00490]
08770, Male, Children, 4%, Student, Secondary, false, [02676]
08771, Female, Adult, 36%, Accountant, RHP, false, [00826]
08772, Female, Adult, 40%, Teacher, Primary, false, [06805 | 01387]
08773, Female, Children, 27%, Student, Primary, false, [02311 | 03789]
08774, Male, Children, 24%, Student, Secondary, false, [08215 | 01436]
08775, Female, Children, 13%, Student, Secondary, false, [08638 | 07899]
08776, Female, Children, 11%, Student, Secondary, false, [02549 | 05546 | 05551]
08777, Male, Adult, 46%, Chef, 2 Akhir, false, [04933 | 09507 | 06655 | 07580]
08778, Female, Adult, 24%, Clerk, Moonlings, false, [02461]
08779, Female, Adult, 11%, Housemaker, null, false, [08401 | 06458 | 05984 | 05243 | 04139 | 02851 | 01388 | 00374]
08780, Male, Adult, 13%, Accountant, AccSol, false, [04145 | 03532]
08781, Male, Children, 5%, Student, Secondary, false, [09570 | 09667 | 01266 | 01486]
08782, Female, Children, 26%, Student, Secondary, false, [00010 | 07198 | 06878]
08783, Male, Adult, 10%, Housemaker, null, false, [09452 | 01115 | 00638 | 03652]
08784, Female, Children, 27%, Student, Secondary, false, [05871 | 02419 | 01430]
08785, Male, Adult, 21%, Accountant, JanBank, false, [06773]
08786, Female, Adult, 26%, Chef, IKEY, false, [07320 | 06506]
08787, Female, Children, 17%, Student, Secondary, false, [07721 | 05739]
08788, Female, Children, 24%, Student, Kindergarden, false, [09393 | 09388]
08789, Male, Adult, 49%, Accountant, AccSol, false, [08545 | 06103 | 05152]
08790, Male, Adult, 28%, Clerk, Hospital, true, [07485 | 06427 | 06657]
08791, Female, Children, 3%, Student, Primary, false, [03591 | 06423]
08792, Male, Children, 21%, Student, Secondary, false, [02948 | 09380 | 09586 | 06651]
08793, Female, Adult, 48%, Housemaker, null, false, [07561 | 06239 | 01035 | 00759 | 00665 | 00226]
08794, Male, Adult, 22%, Clerk, Secondary, false, [06804 | 03795]
08795, Male, Adult, 15%, Chef, IKEY, false, [08594]
08796, Female, Adult, 16%, Teacher, Secondary, false, [00846]
08797, Male, Adult, 49%, Chef, MoonBucks, false, [02457 | 01615]
08798, Male, Children, 18%, Student, Secondary, false, [07707 | 07684 | 07107]
08799, Female, Children, 1%, Student, Primary, false, [07590 | 05239 | 01420]
08800, Male, Adult, 6%, Housemaker, null, false, [09872 | 09758 | 08702 | 07039 | 02809]
08801, Female, Adult, 13%, Housemaker, null, false, [02601 | 03042 | 09515 | 00235]
08802, Female, Children, 2%, Student, Secondary, false, [01870 | 00372]
08803, Female, Adult, 30%, Teacher, Primary, false, [00167 | 01295 | 07677]
08804, Male, Children, 29%, Student, Secondary, false, [06142 | 08501]
